"District","State","Yearcode","Ground_water_level","ID","SDP","gini"
"east nimar","madhya pradesh",2011,5.765,4052011,"282371",0.23
"east nimar","madhya pradesh",2017,6.32,4052017,"441956",0.23
"east nimar","madhya pradesh",2019,5.17428571428571,4052019,"508146",0.23
"ernakulam","kerala",2018,5.606,5552018,"510787",0.42
"ernakulam","kerala",2017,4.8025,5552017,"473182",0.42
"ernakulam","kerala",2015,4.685,5552015,"411150",0.42
"ernakulam","kerala",2021,4.8,5552021,"506107",0.42
"ernakulam","kerala",2014,4.5225,5552014,"382134",0.42
"ernakulam","kerala",2016,4.81,5552016,"443615",0.42
"ernakulam","kerala",2020,5.74416666666667,5552020,"472272",0.42
"ernakulam","kerala",2011,4.8375,5552011,"328021",0.42
"ernakulam","kerala",2013,4.915,5552013,"364707",0.42
"ernakulam","kerala",2012,5.46333333333333,5552012,"348616",0.42
"ernakulam","kerala",2019,4.20111111111111,5552019,"521455",0.42
"erode","tamil nadu",2014,13.326661460773,5732014,"791915",0.31
"erode","tamil nadu",2021,8.14027329712622,5732021,"1181923",0.31
"erode","tamil nadu",2018,10.4360533771964,5732018,"1071602",0.31
"erode","tamil nadu",2016,12.3457998200716,5732016,"922084",0.31
"erode","tamil nadu",2011,7.13161609571017,5732011,"674478",0.31
"erode","tamil nadu",2012,6.1960074692269,5732012,"709343",0.31
"erode","tamil nadu",2017,10.998268965482,5732017,"1000308",0.31
"erode","tamil nadu",2019,11.3770391992564,5732019,"1099402",0.31
"erode","tamil nadu",2013,11.4609419829014,5732013,"750416",0.31
"erode","tamil nadu",2015,10.6850487800378,5732015,"862437",0.31
"erode","tamil nadu",2020,7.67366844046668,5732020,"1094471",0.31
"etah","uttar pradesh",2021,68.246,1382021,"948839",0.3
"etah","uttar pradesh",2014,6.965,1382014,"729686",0.3
"etah","uttar pradesh",2018,12.1085714285714,1382018,"949184",0.3
"etah","uttar pradesh",2016,7.59,1382016,"888453",0.3
"etah","uttar pradesh",2012,5.55,1382012,"673552",0.3
"etah","uttar pradesh",2015,7.1925,1382015,"792049",0.3
"etah","uttar pradesh",2020,20.9216666666667,1382020,"910011",0.3
"etah","uttar pradesh",2019,15.1366666666667,1382019,"980106",0.3
"etah","uttar pradesh",2017,9.142,1382017,"922458",0.3
"etah","uttar pradesh",2013,5.53,1382013,"707469",0.3
"etah","uttar pradesh",2011,4.935,1382011,"645132",0.3
"etawah","uttar pradesh",2012,10.4266666666667,1392012,"673552",0.21
"etawah","uttar pradesh",2013,9.7675,1392013,"707469",0.21
"etawah","uttar pradesh",2018,14.7214285714286,1392018,"949184",0.21
"etawah","uttar pradesh",2021,29.298,1392021,"948839",0.21
"etawah","uttar pradesh",2011,9.27,1392011,"645132",0.21
"etawah","uttar pradesh",2017,12.066,1392017,"922458",0.21
"etawah","uttar pradesh",2020,24.3533333333333,1392020,"910011",0.21
"etawah","uttar pradesh",2015,11.3425,1392015,"792049",0.21
"etawah","uttar pradesh",2019,19.885,1392019,"980106",0.21
"etawah","uttar pradesh",2016,11.1325,1392016,"888453",0.21
"etawah","uttar pradesh",2014,10.4575,1392014,"729686",0.21
"faridabad","haryana",2019,22.98,602019,"507776",0.42
"faridabad","haryana",2018,24.18,602018,"470328",0.42
"faridabad","haryana",2017,10.662,602017,"434407",0.42
"faridabad","haryana",2016,16.665,602016,"412055",0.42
"faridabad","haryana",2013,14.8625,602013,"314931",0.42
"faridabad","haryana",2020,23.64,602020,"480471",0.42
"faridabad","haryana",2015,10.3075,602015,"372700",0.42
"faridabad","haryana",2014,14.61,602014,"333359",0.42
"faridabad","haryana",2011,16.07,602011,"271152",0.42
"faridabad","haryana",2011,16.07,602011,"289756",0.42
"faridabad","haryana",2021,25.44,602021,"527733",0.42
"faridkot","punjab",2020,11.79,292020,"352357",0.31
"faridkot","punjab",2018,9.394,292018,"353942",0.31
"faridkot","punjab",2015,7.955,292015,"294895",0.31
"faridkot","punjab",2016,8.6425,292016,"315783",0.31
"faridkot","punjab",2014,7.8,292014,"278485",0.31
"faridkot","punjab",2011,7.7175,292011,"239227",0.31
"faridkot","punjab",2013,7.7975,292013,"267515",0.31
"faridkot","punjab",2017,8.336,292017,"335057",0.31
"faridkot","punjab",2012,7.52,292012,"251813",0.31
"faridkot","punjab",2021,142.655,292021,"376781",0.31
"faridkot","punjab",2019,9.71333333333333,292019,"367558",0.31
"farrukhabad","uttar pradesh",2019,19.9116666666667,1412019,"980106",0.24
"farrukhabad","uttar pradesh",2021,23.824,1412021,"948839",0.24
"farrukhabad","uttar pradesh",2015,10.475,1412015,"792049",0.24
"farrukhabad","uttar pradesh",2013,9.4625,1412013,"707469",0.24
"farrukhabad","uttar pradesh",2016,12.2375,1412016,"888453",0.24
"farrukhabad","uttar pradesh",2020,20.6791666666667,1412020,"910011",0.24
"farrukhabad","uttar pradesh",2011,5.2375,1412011,"645132",0.24
"farrukhabad","uttar pradesh",2014,10.665,1412014,"729686",0.24
"farrukhabad","uttar pradesh",2017,11.794,1412017,"922458",0.24
"farrukhabad","uttar pradesh",2012,7.11666666666667,1412012,"673552",0.24
"farrukhabad","uttar pradesh",2018,12.6,1412018,"949184",0.24
"fatehabad","haryana",2011,6.1925,612011,"271152",0.3
"fatehabad","haryana",2015,15.4775,612015,"372700",0.3
"fatehabad","haryana",2021,21.86,612021,"527733",0.3
"fatehabad","haryana",2016,12.735,612016,"412055",0.3
"fatehabad","haryana",2013,16.3525,612013,"314931",0.3
"fatehabad","haryana",2014,14.47,612014,"333359",0.3
"fatehabad","haryana",2018,17.702,612018,"470328",0.3
"fatehabad","haryana",2017,13.278,612017,"434407",0.3
"fatehabad","haryana",2020,25.7466666666667,612020,"480471",0.3
"fatehabad","haryana",2019,17.3666666666667,612019,"507776",0.3
"fatehabad","haryana",2011,6.1925,612011,"289756",0.3
"fatehgarh sahib","punjab",2020,21.1976875859474,302020,"352357",0.32
"fatehgarh sahib","punjab",2014,19.6598977598969,302014,"278485",0.32
"fatehgarh sahib","punjab",2015,20.3068185475749,302015,"294895",0.32
"fatehgarh sahib","punjab",2019,22.2167751588146,302019,"367558",0.32
"fatehgarh sahib","punjab",2013,20.6639987508102,302013,"267515",0.32
"fatehgarh sahib","punjab",2018,23.6528227451556,302018,"353942",0.32
"fatehgarh sahib","punjab",2021,138.084700947737,302021,"376781",0.32
"fatehgarh sahib","punjab",2012,17.860675337539,302012,"251813",0.32
"fatehgarh sahib","punjab",2016,21.1510626643129,302016,"315783",0.32
"fatehgarh sahib","punjab",2017,22.8375526868618,302017,"335057",0.32
"fatehgarh sahib","punjab",2011,18.8681066799976,302011,"239227",0.32
"fatehpur","uttar pradesh",2012,9.97666666666667,1422012,"673552",0.19
"fatehpur","uttar pradesh",2011,8.84,1422011,"645132",0.19
"fatehpur","uttar pradesh",2013,8.2725,1422013,"707469",0.19
"fatehpur","uttar pradesh",2018,12.22,1422018,"949184",0.19
"fatehpur","uttar pradesh",2019,15.3316666666667,1422019,"980106",0.19
"fatehpur","uttar pradesh",2017,11.784,1422017,"922458",0.19
"fatehpur","uttar pradesh",2015,8.4175,1422015,"792049",0.19
"fatehpur","uttar pradesh",2021,18.846,1422021,"948839",0.19
"fatehpur","uttar pradesh",2014,8.6075,1422014,"729686",0.19
"fatehpur","uttar pradesh",2016,8.2075,1422016,"888453",0.19
"fatehpur","uttar pradesh",2020,18.2725,1422020,"910011",0.19
"firozabad","uttar pradesh",2013,8.355,1432013,"707469",0.24
"firozabad","uttar pradesh",2012,7.43,1432012,"673552",0.24
"firozabad","uttar pradesh",2017,16.48,1432017,"922458",0.24
"firozabad","uttar pradesh",2011,7.4925,1432011,"645132",0.24
"firozabad","uttar pradesh",2014,10.2175,1432014,"729686",0.24
"firozabad","uttar pradesh",2015,9.555,1432015,"792049",0.24
"firozabad","uttar pradesh",2016,14.1325,1432016,"888453",0.24
"firozabad","uttar pradesh",2020,29.495,1432020,"910011",0.24
"firozabad","uttar pradesh",2018,18.1071428571429,1432018,"949184",0.24
"firozabad","uttar pradesh",2019,27.0758333333333,1432019,"980106",0.24
"firozabad","uttar pradesh",2021,33.124,1432021,"948839",0.24
"gadag","karnataka",2021,8.02,5372021,"1127480",0.26
"gadag","karnataka",2016,12.53,5372016,"851394",0.26
"gadag","karnataka",2020,6.75666666666667,5372020,"1026875",0.26
"gadag","karnataka",2015,10.985,5372015,"749952",0.26
"gadag","karnataka",2019,8.834,5372019,"1030357",0.26
"gadag","karnataka",2017,12.41,5372017,"915642",0.26
"gadag","karnataka",2018,10.395,5372018,"974815",0.26
"gadag","karnataka",2012,9.20333333333333,5372012,"593192",0.26
"gadag","karnataka",2014,11.3425,5372014,"671283",0.26
"gadag","karnataka",2011,8.61,5372011,"554952",0.26
"gadag","karnataka",2013,11.41,5372013,"646787",0.26
"gadchiroli","maharashtra",2013,4.6825,4752013,"1267551",0.24
"gadchiroli","maharashtra",2011,5.315,4752011,"1126595",0.24
"gadchiroli","maharashtra",2019,4.7925,4752019,"1782903",0.24
"gadchiroli","maharashtra",2012,5.66333333333333,4752012,"1189711",0.24
"gadchiroli","maharashtra",2014,5.3175,4752014,"1345341",0.24
"gadchiroli","maharashtra",2016,5.1025,4752016,"1596121",0.24
"gadchiroli","maharashtra",2020,3.09333333333333,4752020,"1653094",0.24
"gadchiroli","maharashtra",2017,5.275,4752017,"1661065",0.24
"gadchiroli","maharashtra",2018,5.165,4752018,"1728578",0.24
"gadchiroli","maharashtra",2015,5.765,4752015,"1452513",0.24
"gadchiroli","maharashtra",2021,4.95,4752021,"-",0.24
"gandhinagar","gujarat",2020,69.64,4462020,"1099259",0.3
"gandhinagar","gujarat",2017,66.135,4462017,"946511",0.3
"gandhinagar","gujarat",2018,65.2066666666667,4462018,"1034399",0.3
"gandhinagar","gujarat",2012,69.49,4462012,"596659",0.3
"gandhinagar","gujarat",2016,64.925,4462016,"843930",0.3
"gandhinagar","gujarat",2021,76.35,4462021,"-",0.3
"gandhinagar","gujarat",2011,58.3575,4462011,"532809",0.3
"gandhinagar","gujarat",2019,69.2725,4462019,"1110179",0.3
"gandhinagar","gujarat",2015,68.435,4462015,"774775",0.3
"gandhinagar","gujarat",2014,74.2175,4462014,"705629",0.3
"gandhinagar","gujarat",2013,69.0425,4462013,"641489",0.3
"ganganagar","rajasthan",2021,14.36,1002021,"648142",0.25
"ganganagar","rajasthan",2011,13.7875,1002011,"395331",0.25
"ganganagar","rajasthan",2017,13.34,1002017,"557618",0.25
"ganganagar","rajasthan",2013,13.865,1002013,"434292",0.25
"ganganagar","rajasthan",2015,13.4575,1002015,"501922",0.25
"ganganagar","rajasthan",2012,13.89,1002012,"409802",0.25
"ganganagar","rajasthan",2018,13.4033333333333,1002018,"568102",0.25
"ganganagar","rajasthan",2014,13.4675,1002014,"465408",0.25
"ganganagar","rajasthan",2016,14.945,1002016,"529650",0.25
"ganganagar","rajasthan",2019,13.1625,1002019,"598550",0.25
"ganganagar","rajasthan",2020,13.1366666666667,1002020,"583645",0.25
"garhwa","jharkhand",2020,4.13333333333333,3282020,"196467",0.22
"garhwa","jharkhand",2017,5.4725,3282017,"191573",0.22
"garhwa","jharkhand",2019,5.5225,3282019,"209913",0.22
"garhwa","jharkhand",2016,5.1975,3282016,"176363",0.22
"garhwa","jharkhand",2014,5.87,3282014,"170568",0.22
"garhwa","jharkhand",2015,5.4825,3282015,"158231",0.22
"garhwa","jharkhand",2021,5.49,3282021,"213681",0.22
"garhwa","jharkhand",2013,6.175,3282013,"150609",0.22
"garhwa","jharkhand",2011,7.3525,3282011,"137383",0.22
"garhwa","jharkhand",2012,6.73,3282012,"149526",0.22
"garhwa","jharkhand",2018,5.69666666666667,3282018,"208701",0.22
"gaya","bihar",2020,3.85666666666667,1962020,"344183",0.21
"gaya","bihar",2013,5.2225,1962013,"246915",0.21
"gaya","bihar",2014,5.3675,1962014,"255739",0.21
"gaya","bihar",2019,5.385,1962019,"359196",0.21
"gaya","bihar",2021,3.85,1962021,"382274",0.21
"gaya","bihar",2018,5.045,1962018,"345545",0.21
"gaya","bihar",2011,5.1475,1962011,"228497",0.21
"gaya","bihar",2017,4.6,1962017,"312605",0.21
"gaya","bihar",2012,5.36333333333333,1962012,"236933",0.21
"gaya","bihar",2016,4.82,1962016,"289265",0.21
"gaya","bihar",2015,5.08,1962015,"269200",0.21
"ghaziabad","uttar pradesh",2012,4.35760645057588,1452012,"673552",0.4
"ghaziabad","uttar pradesh",2020,8.90983281541633,1452020,"910011",0.4
"ghaziabad","uttar pradesh",2014,4.8987829526154,1452014,"729686",0.4
"ghaziabad","uttar pradesh",2015,5.84799557269052,1452015,"792049",0.4
"ghaziabad","uttar pradesh",2018,6.33569215577721,1452018,"949184",0.4
"ghaziabad","uttar pradesh",2013,4.8987829526154,1452013,"707469",0.4
"ghaziabad","uttar pradesh",2017,7.15668722957627,1452017,"922458",0.4
"ghaziabad","uttar pradesh",2019,17.4997371198585,1452019,"980106",0.4
"ghaziabad","uttar pradesh",2016,5.98309390351804,1452016,"888453",0.4
"ghaziabad","uttar pradesh",2021,33.4658536517375,1452021,"948839",0.4
"ghaziabad","uttar pradesh",2011,4.10933879334501,1452011,"645132",0.4
